S.No,Voltage,Current,Ah,Wh,Power,Battery Temp,Time,Chamber Temp,SOC
16902,27.97405,2.34056,-0.4128,-11.40921,65.474942468,28.935759,1691.739003,26,85.17241379
16903,27.96146,2.32667,-0.41273,-11.40724,65.057090138,28.935759,1691.848005,26,85.17492816
16904,27.96307,2.32014,-0.41267,-11.40553,64.87823723,28.935759,1691.943005,26,85.17708333
16905,27.96238,2.31687,-0.4126,-11.40367,64.785199351,28.946969,1692.046002,26,85.1795977
16906,27.9645,2.31606,-0.41254,-11.40195,64.76745987,28.946969,1692.141999,26,85.18175287
16907,27.97009,2.31442,-0.41248,-11.40004,64.734535698,28.935759,1692.248003,26,85.18390805
16908,27.96156,2.31442,-0.41241,-11.39833,64.714793695,28.935759,1692.343003,26,85.18642241
16909,27.95947,2.31442,-0.41234,-11.39648,64.709956557,28.935759,1692.446,26,85.18893678
16910,27.96054,2.31361,-0.41228,-11.39474,64.689784949,28.946969,1692.543002,26,85.19109195
16911,27.98115,3.74114,-0.41222,-11.39195,104.681399511,28.946969,1692.638998,26,85.19324713
16912,27.98685,3.71337,-0.41211,-11.38883,103.925529184,28.946969,1692.747004,26,85.19719828
16913,27.9757,3.69704,-0.412,-11.38604,103.427281928,28.946969,1692.843996,26,85.20114943
16914,27.97881,3.6856,-0.41191,-11.38326,103.118702136,28.935759,1692.940998,26,85.20438218
16915,27.96854,3.68152,-0.41181,-11.3802,102.966739381,28.935759,1693.047998,26,85.20797414
16916,27.98386,3.67989,-0.4117,-11.3776,102.977526575,28.935759,1693.139006,26,85.21192529
16917,27.96297,3.67825,-0.4116,-11.3746,102.854794402,28.935759,1693.244004,26,85.21551724
16918,27.98351,3.67744,-0.4115,-11.37188,102.907679014,28.935759,1693.339005,26,85.2191092
16919,27.96954,3.67662,-0.41139,-11.36883,102.833370155,28.935759,1693.446005,26,85.22306034
16920,27.96887,3.6758,-0.41129,-11.36586,102.807972346,28.935759,1693.549997,26,85.2266523
16921,27.96482,2.04656,-0.41119,-11.36438,57.231682019,28.935759,1693.642996,26,85.23024425
16922,27.96138,1.90119,-0.41114,-11.36281,53.159896042,28.935759,1693.749001,26,85.23204023
16923,27.95819,1.87179,-0.41108,-11.36143,52.33186046,28.935759,1693.844001,26,85.2341954
16924,27.95618,1.86771,-0.41103,-11.36001,52.214036948,28.935759,1693.941999,26,85.23599138
16925,27.96076,1.86608,-0.41098,-11.35862,52.177015021,28.935759,1694.038005,26,85.23778736
16926,27.96161,1.86608,-0.41093,-11.35714,52.178601189,28.935759,1694.139996,26,85.23958333
16927,27.96071,1.86608,-0.41088,-11.35572,52.176921717,28.946969,1694.238004,26,85.24137931
16928,27.95647,1.86608,-0.41083,-11.35426,52.169009538,28.946969,1694.338999,26,85.24317529
16929,27.95652,1.86608,-0.41078,-11.35282,52.169102842,28.946969,1694.438003,26,85.24497126
16930,27.9756,1.86526,-0.41072,-11.35133,52.181767656,28.946969,1694.541,26,85.24712644
16931,27.97977,2.94979,-0.41067,-11.34885,82.534445748,28.946969,1694.649006,26,85.24892241
16932,27.97201,2.94407,-0.41058,-11.3467,82.351555481,28.935759,1694.743,26,85.25215517
16933,27.97802,2.93427,-0.41051,-11.34431,82.095064745,28.935759,1694.847999,26,85.25466954
16934,27.97146,2.92937,-0.41042,-11.3421,81.93875578,28.935759,1694.945001,26,85.2579023
16935,27.97796,2.92774,-0.41034,-11.33994,81.91219261,28.935759,1695.040001,26,85.26077586
16936,27.95711,2.92692,-0.41026,-11.33753,81.828224401,28.935759,1695.146006,26,85.26364943
16937,27.9692,2.92611,-0.41018,-11.3353,81.840955812,28.935759,1695.244003,26,85.26652299
16938,27.96584,2.92529,-0.4101,-11.33312,81.808192094,28.935759,1695.34,26,85.26939655
16939,27.964,2.92529,-0.41002,-11.33067,81.80280956,28.946969,1695.448006,26,85.27227011
16940,27.97745,2.92447,-0.40993,-11.32846,81.819213202,28.946969,1695.544998,26,85.27550287
16941,27.95539,2.06616,-0.40986,-11.32695,57.760308602,28.935759,1695.639002,26,85.27801724
16942,27.9625,2.06616,-0.4098,-11.32524,57.774999,28.935759,1695.746002,26,85.28017241
16943,27.96849,2.07024,-0.40974,-11.32371,57.901486738,28.935759,1695.841003,26,85.28232759
16944,27.96141,2.07269,-0.40968,-11.32199,57.955334893,28.935759,1695.948003,26,85.28448276
16945,27.96407,2.07351,-0.40962,-11.32044,57.983778786,28.935759,1696.043999,26,85.28663793
16946,27.95989,2.07351,-0.40957,-11.31888,57.975111514,28.946969,1696.141001,26,85.28843391
16947,27.95312,2.07433,-0.40951,-11.31719,57.98399541,28.946969,1696.246,26,85.29058908
16948,27.96214,2.07433,-0.40945,-11.31562,58.002705866,28.935759,1696.343002,26,85.29274425
16949,27.95807,2.07351,-0.4094,-11.31408,57.971337726,28.935759,1696.438998,26,85.29454023
16950,27.95906,2.07433,-0.40934,-11.31232,57.99631693,28.935759,1696.548,26,85.2966954
16951,27.96686,1.05431,-0.40931,-11.3115,29.485740167,28.935759,1696.647999,26,85.29777299
16952,27.95168,0.98081,-0.40928,-11.31074,27.415287261,28.935759,1696.747999,26,85.29885057
16953,27.94254,0.95386,-0.40925,-11.31004,26.653271204,28.935759,1696.842999,26,85.29992816
16954,27.95032,0.94815,-0.40923,-11.3093,26.501095908,28.935759,1696.942998,26,85.30064655
16955,27.95736,0.94651,-0.4092,-11.30858,26.461920814,28.946969,1697.040996,26,85.30172414
16956,27.95213,0.94651,-0.40918,-11.30779,26.456970566,28.946969,1697.149002,26,85.30244253
16957,27.95432,0.94651,-0.40915,-11.30709,26.459043423,28.946969,1697.244003,26,85.30352011
16958,27.94361,0.9457,-0.40912,-11.30637,26.426271977,28.935759,1697.342001,26,85.3045977
16959,27.95034,0.94651,-0.4091,-11.30558,26.455276313,28.935759,1697.449001,26,85.30531609
16960,27.94648,0.94651,-0.40907,-11.3049,26.451622785,28.935759,1697.541999,26,85.30639368
16961,27.95901,0.89833,-0.40904,-11.30417,25.116417453,28.935759,1697.646998,26,85.30747126
16962,27.9504,0.65578,-0.40902,-11.30369,18.329313312,28.935759,1697.741003,26,85.30818966
16963,27.95447,0.59453,-0.40901,-11.30319,16.619771049,28.935759,1697.848998,26,85.30854885
16964,27.95604,0.58065,-0.40899,-11.30276,16.232674626,28.935759,1697.943999,26,85.30926724
16965,27.95696,0.57575,-0.40897,-11.30233,16.09621972,28.935759,1698.040005,26,85.30998563
16966,27.94319,0.57411,-0.40896,-11.30185,16.042464811,28.935759,1698.148001,26,85.31034483
16967,27.95795,0.57411,-0.40894,-11.30143,16.050938674,28.935759,1698.243001,26,85.31106322
16968,27.9435,0.57411,-0.40893,-11.30097,16.042642785,28.935759,1698.347004,26,85.31142241
16969,27.95373,0.5733,-0.40891,-11.30055,16.025873409,28.935759,1698.440003,26,85.3121408
16970,27.94442,0.57411,-0.40889,-11.30008,16.043170966,28.935759,1698.545997,26,85.3128592
16971,27.95852,1.10576,-0.40888,-11.29926,30.915413075,28.935759,1698.640998,26,85.31321839
16972,27.95315,1.09678,-0.40885,-11.29836,30.658455857,28.935759,1698.747002,26,85.31429598
16973,27.96414,1.09351,-0.40882,-11.29755,30.579066731,28.935759,1698.842998,26,85.31537356
16974,27.95361,1.0927,-0.40879,-11.29665,30.544909647,28.946969,1698.949002,26,85.31645115
16975,27.96047,1.09188,-0.40876,-11.29581,30.529477984,28.946969,1699.047996,26,85.31752874
16976,27.95831,1.09188,-0.40873,-11.295,30.527119523,28.935759,1699.142997,26,85.31860632
16977,27.9528,1.09106,-0.4087,-11.29415,30.498181968,28.935759,1699.244002,26,85.31968391
16978,27.95936,1.09106,-0.40867,-11.29328,30.505339322,28.935759,1699.346003,26,85.32076149
16979,27.95239,1.09106,-0.40864,-11.29246,30.497734633,28.946969,1699.443005,26,85.32183908
16980,27.94742,1.09106,-0.40861,-11.29161,30.492312065,28.946969,1699.543004,26,85.32291667
16981,27.96651,1.03716,-0.40858,-11.29081,29.005745512,28.935759,1699.643004,26,85.32399425
16982,27.95695,0.88771,-0.40855,-11.29008,24.817664084,28.935759,1699.748998,26,85.32507184
16983,27.94688,0.85015,-0.40853,-11.28945,23.759040032,28.946969,1699.843999,26,85.32579023
16984,27.95659,0.84116,-0.4085,-11.28877,23.515965244,28.946969,1699.948001,26,85.32686782
16985,27.94832,0.83871,-0.40848,-11.28817,23.440535467,28.946969,1700.040004,26,85.32758621
16986,27.94876,0.8379,-0.40846,-11.28749,23.418266004,28.935759,1700.145003,26,85.3283046
16987,27.95497,0.8379,-0.40843,-11.28684,23.423469363,28.935759,1700.243996,26,85.32938218
16988,27.96011,0.8379,-0.40841,-11.28623,23.427776169,28.935759,1700.338997,26,85.33010057
16989,27.96027,0.83708,-0.40839,-11.28553,23.404982812,28.935759,1700.445997,26,85.33081897
16990,27.95069,0.8379,-0.40836,-11.2849,23.419883151,28.946969,1700.542999,26,85.33189655
16991,27.94348,0.20253,-0.40834,-11.28473,5.659393004,28.946969,1700.649003,26,85.33261494
16992,27.93927,0.20417,-0.40834,-11.28458,5.704360756,28.946969,1700.744004,26,85.33261494
16993,27.94925,0.2058,-0.40833,-11.28443,5.75195565,28.935759,1700.839004,26,85.33297414
16994,27.93656,0.2058,-0.40832,-11.28426,5.749344048,28.935759,1700.944998,26,85.33333333
16995,27.95553,0.2058,-0.40832,-11.28411,5.753248074,28.935759,1701.039003,26,85.33333333
16996,27.95082,0.20662,-0.40831,-11.28394,5.775198428,28.935759,1701.144997,26,85.33369253
16997,27.9519,0.2058,-0.40831,-11.28379,5.75250102,28.946969,1701.237996,26,85.33369253
16998,27.95464,0.20662,-0.4083,-11.28361,5.775987717,28.946969,1701.348004,26,85.33405172
16999,27.94304,0.20662,-0.4083,-11.28347,5.773590925,28.946969,1701.441003,26,85.33405172
17000,27.94451,0.20662,-0.40829,-11.2833,5.773894656,28.946969,1701.541998,26,85.33441092
17001,27.95479,0.16414,-0.40828,-11.28317,4.588499231,28.946969,1701.646001,26,85.33477011
17002,27.95252,-0.03675,-0.40828,-11.2832,-1.02725511,28.946969,1701.745004,26,85.33477011
17003,27.9374,-0.10698,-0.40829,-11.28328,-2.988743052,28.946969,1701.841,26,85.33441092
17004,27.9476,-0.12739,-0.40829,-11.28339,-3.560244764,28.946969,1701.948996,26,85.33441092
17005,27.93699,-0.13229,-0.40829,-11.28349,-3.695784407,28.946969,1702.047004,26,85.33441092
17006,27.95211,-0.13393,-0.4083,-11.28359,-3.743626092,28.946969,1702.143996,26,85.33405172
17007,27.94449,-0.13393,-0.4083,-11.28369,-3.742605546,28.946969,1702.244006,26,85.33405172
17008,27.94328,-0.13393,-0.40831,-11.28379,-3.74244349,28.946969,1702.340998,26,85.33369253
17009,27.94785,-0.13393,-0.40831,-11.2839,-3.74305555,28.946969,1702.447998,26,85.33369253
17010,27.95002,-0.13393,-0.40831,-11.284,-3.743346179,28.935759,1702.540997,26,85.33369253
17011,27.93461,-0.13883,-0.40832,-11.28411,-3.878161906,28.935759,1702.644999,26,85.33333333
17012,27.94524,-0.14291,-0.40832,-11.28422,-3.993654248,28.946969,1702.74,26,85.33333333
17013,27.9378,-0.14454,-0.40832,-11.28434,-4.038129612,28.946969,1702.846004,26,85.33333333
17014,27.95703,-0.14454,-0.40833,-11.28444,-4.040909116,28.935759,1702.939999,26,85.33297414
17015,27.9316,-0.14454,-0.40833,-11.28456,-4.037233464,28.935759,1703.044997,26,85.33297414
17016,27.95363,-0.14536,-0.40834,-11.28467,-4.063339657,28.935759,1703.141003,26,85.33261494
17017,27.94796,-0.14454,-0.40834,-11.28478,-4.039598138,28.935759,1703.239997,26,85.33261494
17018,27.94853,-0.14536,-0.40834,-11.2849,-4.062598321,28.935759,1703.348999,26,85.33261494
17019,27.9471,-0.14536,-0.40835,-11.28501,-4.062390456,28.935759,1703.443003,26,85.33225575
17020,27.94118,-0.14454,-0.40835,-11.28512,-4.038618157,28.935759,1703.546,26,85.33225575
17021,27.94386,-0.15924,-0.40836,-11.28524,-4.449780266,28.935759,1703.641001,26,85.33189655
17022,27.93804,-0.2066,-0.40836,-11.28541,-5.771999064,28.935759,1703.745003,26,85.33189655
17023,27.9535,-0.21722,-0.40837,-11.28557,-6.07205927,28.935759,1703.838998,26,85.33153736
17024,27.9484,-0.2213,-0.40837,-11.28575,-6.18498092,28.935759,1703.943997,26,85.33153736
17025,27.95016,-0.22212,-0.40838,-11.28593,-6.208289539,28.935759,1704.049005,26,85.33117816
17026,27.94366,-0.22212,-0.40839,-11.28609,-6.206845759,28.935759,1704.143,26,85.33081897
17027,27.94946,-0.22212,-0.40839,-11.28627,-6.208134055,28.935759,1704.25,26,85.33081897
17028,27.947,-0.22212,-0.4084,-11.28644,-6.20758764,28.946969,1704.346006,26,85.33045977
17029,27.95692,-0.22212,-0.40841,-11.28661,-6.20979107,28.946969,1704.447001,26,85.33010057
17030,27.94033,-0.22212,-0.40841,-11.28678,-6.2061061,28.946969,1704.542997,26,85.33010057
17031,27.94089,-0.82969,-0.40842,-11.2874,-23.182277024,28.935759,1704.64,26,85.32974138
17032,27.9365,-0.81989,-0.40844,-11.28809,-22.904856985,28.935759,1704.748005,26,85.32902299
17033,27.931,-0.81907,-0.40846,-11.28871,-22.87744417,28.935759,1704.844997,26,85.3283046
17034,27.93022,-0.81907,-0.40849,-11.28933,-22.876805295,28.935759,1704.943005,26,85.32722701
17035,27.93588,-0.81907,-0.40851,-11.28993,-22.881441232,28.935759,1705.037996,26,85.32650862
17036,27.94283,-0.81907,-0.40853,-11.2906,-22.887133768,28.935759,1705.143004,26,85.32579023
17037,27.94229,-0.81989,-0.40855,-11.29126,-22.909604148,28.935759,1705.246001,26,85.32507184
17038,27.94059,-0.81907,-0.40858,-11.29185,-22.885299051,28.946969,1705.339,26,85.32399425
17039,27.95393,-0.81989,-0.4086,-11.29254,-22.919147668,28.946969,1705.447006,26,85.32327586
17040,27.94098,-0.81989,-0.40862,-11.29315,-22.908530092,28.935759,1705.543002,26,85.32255747
17041,27.93747,-1.8129,-0.40865,-11.2946,-50.647839363,28.935759,1705.645999,26,85.32147989
17042,27.92129,-1.83249,-0.4087,-11.29597,-51.165484712,28.946969,1705.743001,26,85.31968391
17043,27.93611,-1.83984,-0.40874,-11.29735,-51.397972622,28.946969,1705.838997,26,85.31824713
17044,27.9367,-1.84556,-0.4088,-11.29885,-51.558856052,28.946969,1705.944006,26,85.31609195
17045,27.92639,-1.84719,-0.40885,-11.3002,-51.585348344,28.935759,1706.038,26,85.31429598
17046,27.93425,-1.84801,-0.4089,-11.3017,-51.622773342,28.935759,1706.142999,26,85.3125
17047,27.93663,-1.84883,-0.40895,-11.30308,-51.650079643,28.935759,1706.239005,26,85.31070402
17048,27.92381,-1.84883,-0.409,-11.30459,-51.626377642,28.935759,1706.344004,26,85.30890805
17049,27.93669,-1.84883,-0.40905,-11.30595,-51.650190573,28.935759,1706.439004,26,85.30711207
17050,27.93425,-1.84883,-0.40911,-11.30748,-51.645679428,28.935759,1706.546004,26,85.3049569
17051,27.92826,-1.84964,-0.40916,-11.30883,-51.657226826,28.935759,1706.639999,26,85.30316092
17052,27.92778,-1.85209,-0.40921,-11.31031,-51.72476206,28.935759,1706.743006,26,85.30136494
17053,27.94126,-1.85209,-0.40926,-11.31185,-51.749728233,28.935759,1706.850006,26,85.29956897
17054,27.94473,-1.85291,-0.40931,-11.31325,-51.779069664,28.946969,1706.946998,26,85.29777299
17055,27.93548,-1.85291,-0.40936,-11.3147,-51.761930247,28.946969,1707.048003,26,85.29597701
17056,27.92322,-1.85291,-0.40942,-11.31611,-51.73921357,28.935759,1707.146001,26,85.29382184
17057,27.93681,-1.85373,-0.40947,-11.31753,-51.787302801,28.935759,1707.245005,26,85.29202586
17058,27.94283,-1.85291,-0.40952,-11.31894,-51.775549135,28.935759,1707.343002,26,85.29022989
17059,27.93359,-1.85291,-0.40957,-11.32041,-51.758428247,28.935759,1707.445003,26,85.28843391
17060,27.93291,-1.85373,-0.40962,-11.32179,-51.780073254,28.935759,1707.541,26,85.28663793
17061,27.93238,-1.81861,-0.40967,-11.32325,-50.798105592,28.935759,1707.645002,26,85.28484195
17062,27.93206,-1.7835,-0.40972,-11.32457,-49.81682901,28.935759,1707.740003,26,85.28304598
17063,27.93228,-1.7688,-0.40977,-11.32602,-49.406616864,28.946969,1707.845997,26,85.28125
17064,27.93718,-1.76553,-0.40982,-11.32735,-49.323929405,28.946969,1707.942999,26,85.27945402
17065,27.92962,-1.76472,-0.40987,-11.32868,-49.287959006,28.946969,1708.040001,26,85.27765805
17066,27.92343,-1.76472,-0.40992,-11.33013,-49.27703539,28.935759,1708.146005,26,85.27586207
17067,27.93552,-1.76472,-0.40997,-11.33143,-49.298370854,28.935759,1708.240996,26,85.27406609
17068,27.9212,-1.76472,-0.41002,-11.33288,-49.273100064,28.935759,1708.347,26,85.27227011
17069,27.93031,-1.76472,-0.41006,-11.33418,-49.289176663,28.935759,1708.442001,26,85.27083333
17070,27.93103,-1.76553,-0.41011,-11.3355,-49.313071396,28.935759,1708.537997,26,85.26903736
17071,27.91857,-1.86679,-0.41017,-11.33705,-52.11810729,28.935759,1708.644997,26,85.26688218
17072,27.92792,-1.9705,-0.41022,-11.33852,-55.03196636,28.935759,1708.741003,26,85.26508621
17073,27.9284,-2.01133,-0.41028,-11.34014,-56.173228772,28.935759,1708.844996,26,85.26293103
17074,27.92531,-2.02358,-0.41033,-11.34163,-56.50909881,28.935759,1708.939996,26,85.26113506
17075,27.92465,-2.02767,-0.41038,-11.34334,-56.621975066,28.935759,1709.048998,26,85.25933908
17076,27.92881,-2.02848,-0.41044,-11.34481,-56.653032509,28.935759,1709.141997,26,85.25718391
17077,27.93069,-2.02848,-0.4105,-11.34644,-56.656846051,28.935759,1709.246,26,85.25502874
17078,27.92791,-2.0293,-0.41055,-11.34797,-56.674107763,28.935759,1709.343002,26,85.25323276
17079,27.92993,-2.0293,-0.41061,-11.34948,-56.678206949,28.935759,1709.438998,26,85.25107759
17080,27.93432,-2.0293,-0.41067,-11.35117,-56.687115576,28.935759,1709.545998,26,85.24892241
17081,27.93689,-2.02685,-0.41073,-11.35274,-56.623885496,28.935759,1709.645997,26,85.24676724
17082,27.93457,-2.02358,-0.41078,-11.35426,-56.527837161,28.935759,1709.742999,26,85.24497126
17083,27.93513,-2.02277,-0.41084,-11.35585,-56.50634291,28.935759,1709.844005,26,85.24281609
17084,27.93188,-2.02277,-0.41089,-11.35737,-56.499768908,28.935759,1709.940997,26,85.24102011
17085,27.92804,-2.02277,-0.41095,-11.35894,-56.492001471,28.935759,1710.040996,26,85.23886494
17086,27.93,-2.02277,-0.41101,-11.36065,-56.4959661,28.935759,1710.149998,26,85.23670977
17087,27.92389,-2.02195,-0.41106,-11.36213,-56.460709385,28.935759,1710.244003,26,85.23491379
17088,27.92324,-2.02277,-0.41112,-11.36374,-56.482292175,28.935759,1710.346999,26,85.23275862
17089,27.93554,-2.02195,-0.41117,-11.36523,-56.484265103,28.935759,1710.442,26,85.23096264
17090,27.93435,-2.02277,-0.41123,-11.3669,-56.504765149,28.935759,1710.548004,26,85.22880747
17091,27.92534,-1.97785,-0.41129,-11.36837,-55.232133719,28.946969,1710.644,26,85.2266523
17092,27.93876,-1.79575,-0.41134,-11.36969,-50.17102827,28.946969,1710.739001,26,85.22485632
17093,27.92445,-1.75002,-0.41139,-11.3711,-48.868345989,28.946969,1710.843004,26,85.22306034
17094,27.93723,-1.73613,-0.41143,-11.37251,-48.50266312,28.946969,1710.946996,26,85.22162356
17095,27.93921,-1.73287,-0.41148,-11.37376,-48.415018833,28.946969,1711.040005,26,85.21982759
17096,27.93607,-1.73205,-0.41153,-11.37518,-48.386670044,28.946969,1711.145999,26,85.21803161
17097,27.93091,-1.73205,-0.41158,-11.37648,-48.377732666,28.946969,1711.243001,26,85.21623563
17098,27.93362,-1.73205,-0.41163,-11.37777,-48.382426521,28.946969,1711.338998,26,85.21443966
17099,27.93177,-1.73123,-0.41168,-11.37916,-48.356318177,28.946969,1711.442005,26,85.21264368
17100,27.93315,-1.73123,-0.41172,-11.38058,-48.358707275,28.946969,1711.547999,26,85.2112069
17101,27.94316,-0.34706,-0.41177,-11.38084,-9.69795311,28.946969,1711.642003,26,85.20941092
17102,27.95019,-0.33155,-0.41178,-11.3811,-9.266885494,28.946969,1711.745996,26,85.20905172
17103,27.94981,-0.32746,-0.41179,-11.38134,-9.152444783,28.946969,1711.840997,26,85.20869253
17104,27.9434,-0.32501,-0.4118,-11.38161,-9.081884434,28.946969,1711.946005,26,85.20833333
17105,27.94586,-0.3242,-0.41181,-11.38185,-9.060047812,28.946969,1712.042997,26,85.20797414
17106,27.95089,-0.3242,-0.41182,-11.3821,-9.061678538,28.946969,1712.139999,26,85.20761494
17107,27.95283,-0.3242,-0.41183,-11.38235,-9.062307486,28.946969,1712.241004,26,85.20725575
17108,27.9438,-0.3242,-0.41183,-11.38261,-9.05937996,28.935759,1712.342,26,85.20725575
17109,27.94495,-0.32338,-0.41184,-11.38285,-9.036837931,28.935759,1712.439997,26,85.20689655
17110,27.94543,-0.3242,-0.41185,-11.38312,-9.059908406,28.935759,1712.546002,26,85.20653736
17111,27.95772,0.0,-0.41186,-11.38312,0.0,28.946969,1712.638005,26,85.20617816
17112,27.9663,0.66966,-0.41184,-11.38254,18.727912458,28.946969,1712.748998,26,85.20689655
17113,27.95071,0.72193,-0.41182,-11.382,20.17845607,28.946969,1712.846,26,85.20761494
17114,27.94843,0.73091,-0.4118,-11.38147,20.427786971,28.946969,1712.938999,26,85.20833333
17115,27.96222,0.73418,-0.41178,-11.38088,20.52930268,28.946969,1713.043002,26,85.20905172
17116,27.94448,0.735,-0.41176,-11.38033,20.5391928,28.946969,1713.138998,26,85.20977011
17117,27.95323,0.735,-0.41174,-11.37972,20.54562405,28.946969,1713.245998,26,85.21048851
17118,27.95097,0.735,-0.41172,-11.37916,20.54396295,28.935759,1713.343,26,85.2112069
17119,27.96179,0.73418,-0.4117,-11.37857,20.528986982,28.935759,1713.447998,26,85.21192529
17120,27.95641,0.73418,-0.41168,-11.37802,20.525037094,28.946969,1713.542999,26,85.21264368
17121,27.97252,2.34627,-0.41166,-11.37613,65.6310845,28.946969,1713.647002,26,85.21336207
17122,27.95255,2.33647,-0.41159,-11.37442,65.310294498,28.935759,1713.740996,26,85.21587644
17123,27.96983,2.32504,-0.41153,-11.37265,65.030973543,28.935759,1713.839004,26,85.21803161
17124,27.95927,2.31932,-0.41146,-11.37073,64.846494096,28.935759,1713.946004,26,85.22054598
17125,27.9694,2.31687,-0.4114,-11.369,64.801463778,28.935759,1714.042,26,85.22270115
17126,27.97017,2.31524,-0.41134,-11.36709,64.757656391,28.935759,1714.148005,26,85.22485632
17127,27.96671,2.31442,-0.41127,-11.3654,64.726712958,28.935759,1714.241999,26,85.22737069
17128,27.96832,2.31442,-0.41121,-11.36349,64.730439174,28.935759,1714.348004,26,85.22952586
17129,27.98222,2.31361,-0.41114,-11.36179,64.739944014,28.935759,1714.443004,26,85.23204023
17130,27.97075,2.31361,-0.41108,-11.35995,64.713406908,28.935759,1714.545005,26,85.2341954
17131,27.95178,2.31034,-0.41102,-11.35828,64.578115405,28.935759,1714.638004,26,85.23635057
17132,27.97106,2.30462,-0.41095,-11.35633,64.462664297,28.935759,1714.747006,26,85.23886494
17133,27.96502,2.30299,-0.41088,-11.3546,64.40316141,28.935759,1714.843998,26,85.24137931
17134,27.96361,2.30217,-0.41082,-11.35281,64.376984034,28.935759,1714.943997,26,85.24353448
17135,27.96175,2.30217,-0.41076,-11.35102,64.372701997,28.935759,1715.043997,26,85.24568966
17136,27.96074,2.30217,-0.41069,-11.3493,64.370376806,28.935759,1715.140003,26,85.24820402
17137,27.96201,2.30136,-0.41063,-11.34753,64.350651334,28.935759,1715.238997,26,85.2503592
17138,27.96142,2.30136,-0.41056,-11.34562,64.349293531,28.935759,1715.345997,26,85.25287356
17139,27.96407,2.30136,-0.4105,-11.34389,64.355392135,28.935759,1715.442999,26,85.25502874
17140,27.97254,2.30054,-0.41044,-11.34215,64.351947172,28.935759,1715.540001,26,85.25718391
17141,27.95985,1.50593,-0.41037,-11.34093,42.10557691,28.935759,1715.644999,26,85.25969828
17142,27.97019,1.41038,-0.41034,-11.3399,39.448596572,28.935759,1715.739004,26,85.26077586
17143,27.95817,1.38996,-0.41029,-11.33876,38.860737973,28.935759,1715.844002,26,85.26257184
17144,27.96238,1.38506,-0.41026,-11.33763,38.729574043,28.935759,1715.949001,26,85.26364943
17145,27.95205,1.38424,-0.41022,-11.33664,38.692345692,28.935759,1716.041004,26,85.26508621
17146,27.96497,1.38424,-0.41018,-11.33555,38.710230073,28.935759,1716.143005,26,85.26652299
17147,27.96321,1.38343,-0.41014,-11.33444,38.68514361,28.935759,1716.246002,26,85.26795977
17148,27.96873,1.38424,-0.4101,-11.33341,38.715434815,28.935759,1716.341998,26,85.26939655
17149,27.9546,1.38343,-0.41007,-11.33237,38.673232278,28.935759,1716.439,26,85.27047414
17150,27.95334,1.38424,-0.41002,-11.33124,38.694131362,28.935759,1716.543999,26,85.27227011
17151,27.94876,0.11678,-0.40999,-11.33114,3.263856193,28.935759,1716.647005,26,85.2733477
17152,27.94181,0.13393,-0.40999,-11.33105,3.742246613,28.935759,1716.740004,26,85.2733477
17153,27.9493,0.14128,-0.40998,-11.33093,3.948677104,28.935759,1716.843001,26,85.2737069
17154,27.94895,0.14373,-0.40998,-11.33082,4.017102584,28.935759,1716.947004,26,85.2737069
17155,27.95761,0.14373,-0.40997,-11.33071,4.018347285,28.935759,1717.040003,26,85.27406609
17156,27.95242,0.14373,-0.40997,-11.3306,4.017601327,28.935759,1717.145001,26,85.27406609
17157,27.95228,0.14455,-0.40997,-11.33049,4.040502074,28.935759,1717.238,26,85.27406609
17158,27.94184,0.14455,-0.40996,-11.33037,4.038992972,28.935759,1717.345996,26,85.27442529
17159,27.9485,0.14455,-0.40996,-11.33026,4.039955675,28.935759,1717.444004,26,85.27442529
17160,27.94126,0.14373,-0.40995,-11.33015,4.0159973,28.935759,1717.544003,26,85.27478448
17161,27.94396,0.11433,-0.40995,-11.33006,3.194832947,28.935759,1717.648006,26,85.27478448
17162,27.92672,-1.05262,-0.40998,-11.33087,-29.396224006,28.935759,1717.746999,26,85.2737069
17163,27.93178,-1.04609,-0.41001,-11.33167,-29.21915574,28.935759,1717.846003,26,85.27262931
17164,27.93563,-1.04609,-0.41004,-11.33247,-29.223183187,28.935759,1717.944997,26,85.27155172
17165,27.93076,-1.04691,-0.41007,-11.33328,-29.240991952,28.935759,1718.044,26,85.27047414
17166,27.95665,-1.04691,-0.41009,-11.33407,-29.268096452,28.935759,1718.141003,26,85.26975575
17167,27.93129,-1.04691,-0.41012,-11.33492,-29.241546814,28.946969,1718.246001,26,85.26867816
17168,27.93608,-1.04772,-0.41015,-11.33568,-29.269189738,28.946969,1718.339996,26,85.26760057
17169,27.94403,-1.04772,-0.41018,-11.33656,-29.277519112,28.946969,1718.448002,26,85.26652299
17170,27.93837,-1.04772,-0.41021,-11.33735,-29.271589016,28.946969,1718.545004,26,85.2654454
17171,27.92691,-1.07141,-0.41024,-11.33813,-29.921170643,28.946969,1718.638998,26,85.26436782
17172,27.94459,-1.15633,-0.41027,-11.33907,-32.313167755,28.935759,1718.743997,26,85.26329023
17173,27.93338,-1.17512,-0.4103,-11.33997,-32.825073506,28.935759,1718.842005,26,85.26221264
17174,27.93505,-1.18247,-0.41034,-11.34094,-33.032358573,28.935759,1718.947999,26,85.26077586
17175,27.94209,-1.18492,-0.41037,-11.34185,-33.109141283,28.935759,1719.047002,26,85.25969828
17176,27.93569,-1.18573,-0.4104,-11.34275,-33.124185704,28.935759,1719.145,26,85.25862069
